原始词语,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,COL_1,COL_2,COL_3,COL_4,COL_5,COL_6,COL_7,COL_8,COL_9,COL_10,COL_11,COL_12,COL_13,COL_14,COL_15,COL_16,COL_17,COL_18,COL_19,COL_20,COL_21,COL_22,COL_23,COL_24,COL_25,COL_26,COL_27,COL_28,COL_29,COL_30,COL_31,COL_32,COL_33,COL_34,COL_35,COL_36,COL_37,COL_38,COL_39,COL_40,COL_41,COL_42,COL_43,COL_44,COL_45,COL_46,COL_47,COL_48,COL_49,COL_50,COL_51,COL_52,COL_53,COL_54,COL_55,COL_56,COL_57,COL_58,COL_59,COL_60,COL_61,COL_62,COL_63,COL_64,COL_65,COL_66,COL_67,COL_68,COL_69,COL_70,COL_71,COL_72,COL_73,COL_74,COL_75,COL_76,COL_77,COL_78,COL_79,COL_80,COL_81,COL_82,COL_83,COL_84,COL_85,COL_86,COL_87,COL_88,COL_89,COL_90,COL_91,COL_92,COL_93,COL_94,COL_95
公明正大,公明大正,公正明大,公正大明,公大明正,公大正明,明公正大,明公大正,明正公大,明正大公,明大公正,明大正公,正公明大,正公大明,正明公大,正明大公,正大公明,正大明公,大公明正,大公正明,大明公正,大明正公,大正公明,大正明公,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
光風霽月,光風月霽,光霽風月,光霽月風,光月風霽,光月霽風,風光霽月,風光月霽,風霽光月,風霽月光,風月光霽,風月霽光,霽光風月,霽光月風,霽風光月,霽風月光,霽月光風,霽月風光,月光風霽,月光霽風,月風光霽,月風霽光,月霽光風,月霽風光,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
五臓六腑,五臓腑六,五六臓腑,五六腑臓,五腑臓六,五腑六臓,臓五六腑,臓五腑六,臓六五腑,臓六腑五,臓腑五六,臓腑六五,六五臓腑,六五腑臓,六臓五腑,六臓腑五,六腑五臓,六腑臓五,腑五臓六,腑五六臓,腑臓五六,腑臓六五,腑六五臓,腑六臓五,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古今東西,古今西東,古東今西,古東西今,古西今東,古西東今,今古東西,今古西東,今東古西,今東西古,今西古東,今西東古,東古今西,東古西今,東今古西,東今西古,東西古今,東西今古,西古今東,西古東今,西今古東,西今東古,西東古今,西東今古,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
孤立無援,孤立援無,孤無立援,孤無援立,孤援立無,孤援無立,立孤無援,立孤援無,立無孤援,立無援孤,立援孤無,立援無孤,無孤立援,無孤援立,無立孤援,無立援孤,無援孤立,無援立孤,援孤立無,援孤無立,援立孤無,援立無孤,援無孤立,援無立孤,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
才子多情,才子情多,才多子情,才多情子,才情子多,才情多子,子才多情,子才情多,子多才情,子多情才,子情才多,子情多才,多才子情,多才情子,多子才情,多子情才,多情才子,多情子才,情才子多,情才多子,情子才多,情子多才,情多才子,情多子才,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三寒四温,三寒温四,三四寒温,三四温寒,三温寒四,三温四寒,寒三四温,寒三温四,寒四三温,寒四温三,寒温三四,寒温四三,四三寒温,四三温寒,四寒三温,四寒温三,四温三寒,四温寒三,温三寒四,温三四寒,温寒三四,温寒四三,温四三寒,温四寒三,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山高水長,山高長水,山水高長,山水長高,山長高水,山長水高,高山水長,高山長水,高水山長,高水長山,高長山水,高長水山,水山高長,水山長高,水高山長,水高長山,水長山高,水長高山,長山高水,長山水高,長高山水,長高水山,長水山高,長水高山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四分五裂,四分裂五,四五分裂,四五裂分,四裂分五,四裂五分,分四五裂,分四裂五,分五四裂,分五裂四,分裂四五,分裂五四,五四分裂,五四裂分,五分四裂,五分裂四,五裂四分,五裂分四,裂四分五,裂四五分,裂分四五,裂分五四,裂五四分,裂五分四,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四面楚歌,四面歌楚,四楚面歌,四楚歌面,四歌面楚,四歌楚面,面四楚歌,面四歌楚,面楚四歌,面楚歌四,面歌四楚,面歌楚四,楚四面歌,楚四歌面,楚面四歌,楚面歌四,楚歌四面,楚歌面四,歌四面楚,歌四楚面,歌面四楚,歌面楚四,歌楚四面,歌楚面四,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自暴自棄,自暴棄自,自自暴棄,自自棄暴,自棄暴自,自棄自暴,暴自自棄,暴自棄自,暴自自棄,暴自棄自,暴棄自自,暴棄自自,自自暴棄,自自棄暴,自暴自棄,自暴棄自,自棄自暴,自棄暴自,棄自暴自,棄自自暴,棄暴自自,棄暴自自,棄自自暴,棄自暴自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
死生有命,死生命有,死有生命,死有命生,死命生有,死命有生,生死有命,生死命有,生有死命,生有命死,生命死有,生命有死,有死生命,有死命生,有生死命,有生命死,有命死生,有命生死,命死生有,命死有生,命生死有,命生有死,命有死生,命有生死,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
十中八九,十中九八,十八中九,十八九中,十九中八,十九八中,中十八九,中十九八,中八十九,中八九十,中九十八,中九八十,八十中九,八十九中,八中十九,八中九十,八九十中,八九中十,九十中八,九十八中,九中十八,九中八十,九八十中,九八中十,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
若気至り,若気り至,若至気り,若至り気,若り気至,若り至気,気若至り,気若り至,気至若り,気至り若,気り若至,気り至若,至若気り,至若り気,至気若り,至気り若,至り若気,至り気若,り若気至,り若至気,り気若至,り気至若,り至若気,り至気若,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
酒池肉林,酒池林肉,酒肉池林,酒肉林池,酒林池肉,酒林肉池,池酒肉林,池酒林肉,池肉酒林,池肉林酒,池林酒肉,池林肉酒,肉酒池林,肉酒林池,肉池酒林,肉池林酒,肉林酒池,肉林池酒,林酒池肉,林酒肉池,林池酒肉,林池肉酒,林肉酒池,林肉池酒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
柔能制剛,柔能剛制,柔制能剛,柔制剛能,柔剛能制,柔剛制能,能柔制剛,能柔剛制,能制柔剛,能制剛柔,能剛柔制,能剛制柔,制柔能剛,制柔剛能,制能柔剛,制能剛柔,制剛柔能,制剛能柔,剛柔能制,剛柔制能,剛能柔制,剛能制柔,剛制柔能,剛制能柔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自由闊達,自由達闊,自闊由達,自闊達由,自達由闊,自達闊由,由自闊達,由自達闊,由闊自達,由闊達自,由達自闊,由達闊自,闊自由達,闊自達由,闊由自達,闊由達自,闊達自由,闊達由自,達自由闊,達自闊由,達由自闊,達由闊自,達闊自由,達闊由自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
弱肉強食,弱肉食強,弱強肉食,弱強食肉,弱食肉強,弱食強肉,肉弱強食,肉弱食強,肉強弱食,肉強食弱,肉食弱強,肉食強弱,強弱肉食,強弱食肉,強肉弱食,強肉食弱,強食弱肉,強食肉弱,食弱肉強,食弱強肉,食肉弱強,食肉強弱,食強弱肉,食強肉弱,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
十二単衣,十二衣単,十単二衣,十単衣二,十衣二単,十衣単二,二十単衣,二十衣単,二単十衣,二単衣十,二衣十単,二衣単十,単十二衣,単十衣二,単二十衣,単二衣十,単衣十二,単衣二十,衣十二単,衣十単二,衣二十単,衣二単十,衣単十二,衣単二十,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
循序漸進,循序進漸,循漸序進,循漸進序,循進序漸,循進漸序,序循漸進,序循進漸,序漸循進,序漸進循,序進循漸,序進漸循,漸循序進,漸循進序,漸序循進,漸序進循,漸進循序,漸進序循,進循序漸,進循漸序,進序循漸,進序漸循,進漸循序,進漸序循,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小心翼々,小心々翼,小翼心々,小翼々心,小々心翼,小々翼心,心小翼々,心小々翼,心翼小々,心翼々小,心々小翼,心々翼小,翼小心々,翼小々心,翼心小々,翼心々小,翼々小心,翼々心小,々小心翼,々小翼心,々心小翼,々心翼小,々翼小心,々翼心小,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
松竹梅花,松竹花梅,松梅竹花,松梅花竹,松花竹梅,松花梅竹,竹松梅花,竹松花梅,竹梅松花,竹梅花松,竹花松梅,竹花梅松,梅松竹花,梅松花竹,梅竹松花,梅竹花松,梅花松竹,梅花竹松,花松竹梅,花松梅竹,花竹松梅,花竹梅松,花梅松竹,花梅竹松,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
心機一転,心機転一,心一機転,心一転機,心転機一,心転一機,機心一転,機心転一,機一心転,機一転心,機転心一,機転一心,一心機転,一心転機,一機心転,一機転心,一転心機,一転機心,転心機一,転心一機,転機心一,転機一心,転一心機,転一機心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
深更宵闇,深更闇宵,深宵更闇,深宵闇更,深闇更宵,深闇宵更,更深宵闇,更深闇宵,更宵深闇,更宵闇深,更闇深宵,更闇宵深,宵深更闇,宵深闇更,宵更深闇,宵更闇深,宵闇深更,宵闇更深,闇深更宵,闇深宵更,闇更深宵,闇更宵深,闇宵深更,闇宵更深,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
真偽不明,真偽明不,真不偽明,真不明偽,真明偽不,真明不偽,偽真不明,偽真明不,偽不真明,偽不明真,偽明真不,偽明不真,不真偽明,不真明偽,不偽真明,不偽明真,不明真偽,不明偽真,明真偽不,明真不偽,明偽真不,明偽不真,明不真偽,明不偽真,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神妙不可思,神妙不思可,神妙可不思,神妙可思不,神妙思不可,神妙思可不,神不妙可思,神不妙思可,神不可妙思,神不可思妙,神不思妙可,神不思可妙,神可妙不思,神可妙思不,神可不妙思,神可不思妙,神可思妙不,神可思不妙,神思妙不可,神思妙可不,神思不妙可,神思不可妙,神思可妙不,神思可不妙,妙神不可思,妙神不思可,妙神可不思,妙神可思不,妙神思不可,妙神思可不,妙不神可思,妙不神思可,妙不可神思,妙不可思神,妙不思神可,妙不思可神,妙可神不思,妙可神思不,妙可不神思,妙可不思神,妙可思神不,妙可思不神,妙思神不可,妙思神可不,妙思不神可,妙思不可神,妙思可神不,妙思可不神,不神妙可思,不神妙思可,不神可妙思,不神可思妙,不神思妙可,不神思可妙,不妙神可思,不妙神思可,不妙可神思,不妙可思神,不妙思神可,不妙思可神,不可神妙思,不可神思妙,不可妙神思,不可妙思神,不可思神妙,不可思妙神,不思神妙可,不思神可妙,不思妙神可,不思妙可神,不思可神妙,不思可妙神,可神妙不思,可神妙思不,可神不妙思,可神不思妙,可神思妙不,可神思不妙,可妙神不思,可妙神思不,可妙不神思,可妙不思神,可妙思神不,可妙思不神,可不神妙思,可不神思妙,可不妙神思,可不妙思神,可不思神妙,可不思妙神,可思神妙不,可思神不妙,可思妙神不,可思妙不神,可思不神妙,可思不妙神,思神妙不可,思神妙可不,思神不妙可,思神不可妙,思神可妙不,思神可不妙,思妙神不可,思妙神可不,思妙不神可,思妙不可神,思妙可神不,思妙可不神,思不神妙可,思不神可妙,思不妙神可,思不妙可神,思不可神妙,思不可妙神,思可神妙不,思可神不妙,思可妙神不,思可妙不神,思可不神妙,思可不妙神
人生行路,人生路行,人行生路,人行路生,人路生行,人路行生,生人行路,生人路行,生行人路,生行路人,生路人行,生路行人,行人生路,行人路生,行生人路,行生路人,行路人生,行路生人,路人生行,路人行生,路生人行,路生行人,路行人生,路行生人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
静寂閑雅,静寂雅閑,静閑寂雅,静閑雅寂,静雅寂閑,静雅閑寂,寂静閑雅,寂静雅閑,寂閑静雅,寂閑雅静,寂雅静閑,寂雅閑静,閑静寂雅,閑静雅寂,閑寂静雅,閑寂雅静,閑雅静寂,閑雅寂静,雅静寂閑,雅静閑寂,雅寂静閑,雅寂閑静,雅閑静寂,雅閑寂静,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青息吐息,青息息吐,青吐息息,青吐息息,青息息吐,青息吐息,息青吐息,息青息吐,息吐青息,息吐息青,息息青吐,息息吐青,吐青息息,吐青息息,吐息青息,吐息息青,吐息青息,吐息息青,息青息吐,息青吐息,息息青吐,息息吐青,息吐青息,息吐息青,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清風霽月,清風月霽,清霽風月,清霽月風,清月風霽,清月霽風,風清霽月,風清月霽,風霽清月,風霽月清,風月清霽,風月霽清,霽清風月,霽清月風,霽風清月,霽風月清,霽月清風,霽月風清,月清風霽,月清霽風,月風清霽,月風霽清,月霽清風,月霽風清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清廉潔白,清廉白潔,清潔廉白,清潔白廉,清白廉潔,清白潔廉,廉清潔白,廉清白潔,廉潔清白,廉潔白清,廉白清潔,廉白潔清,潔清廉白,潔清白廉,潔廉清白,潔廉白清,潔白清廉,潔白廉清,白清廉潔,白清潔廉,白廉清潔,白廉潔清,白潔清廉,白潔廉清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
是非曲直,是非直曲,是曲非直,是曲直非,是直非曲,是直曲非,非是曲直,非是直曲,非曲是直,非曲直是,非直是曲,非直曲是,曲是非直,曲是直非,曲非是直,曲非直是,曲直是非,曲直非是,直是非曲,直是曲非,直非是曲,直非曲是,直曲是非,直曲非是,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
前代未聞,前代聞未,前未代聞,前未聞代,前聞代未,前聞未代,代前未聞,代前聞未,代未前聞,代未聞前,代聞前未,代聞未前,未前代聞,未前聞代,未代前聞,未代聞前,未聞前代,未聞代前,聞前代未,聞前未代,聞代前未,聞代未前,聞未前代,聞未代前,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
善悪不二,善悪二不,善不悪二,善不二悪,善二悪不,善二不悪,悪善不二,悪善二不,悪不善二,悪不二善,悪二善不,悪二不善,不善悪二,不善二悪,不悪善二,不悪二善,不二善悪,不二悪善,二善悪不,二善不悪,二悪善不,二悪不善,二不善悪,二不悪善,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
全身全霊,全身霊全,全全身霊,全全霊身,全霊身全,全霊全身,身全全霊,身全霊全,身全全霊,身全霊全,身霊全全,身霊全全,全全身霊,全全霊身,全身全霊,全身霊全,全霊全身,全霊身全,霊全身全,霊全全身,霊身全全,霊身全全,霊全全身,霊全身全,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大安吉日,大安日吉,大吉安日,大吉日安,大日安吉,大日吉安,安大吉日,安大日吉,安吉大日,安吉日大,安日大吉,安日吉大,吉大安日,吉大日安,吉安大日,吉安日大,吉日大安,吉日安大,日大安吉,日大吉安,日安大吉,日安吉大,日吉大安,日吉安大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大義名分,大義分名,大名義分,大名分義,大分義名,大分名義,義大名分,義大分名,義名大分,義名分大,義分大名,義分名大,名大義分,名大分義,名義大分,名義分大,名分大義,名分義大,分大義名,分大名義,分義大名,分義名大,分名大義,分名義大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大同小異,大同異小,大小同異,大小異同,大異同小,大異小同,同大小異,同大異小,同小大異,同小異大,同異大小,同異小大,小大同異,小大異同,小同大異,小同異大,小異大同,小異同大,異大同小,異大小同,異同大小,異同小大,異小大同,異小同大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大盤振舞,大盤舞振,大振盤舞,大振舞盤,大舞盤振,大舞振盤,盤大振舞,盤大舞振,盤振大舞,盤振舞大,盤舞大振,盤舞振大,振大盤舞,振大舞盤,振盤大舞,振盤舞大,振舞大盤,振舞盤大,舞大盤振,舞大振盤,舞盤大振,舞盤振大,舞振大盤,舞振盤大,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茶飯事常,茶飯常事,茶事飯常,茶事常飯,茶常飯事,茶常事飯,飯茶事常,飯茶常事,飯事茶常,飯事常茶,飯常茶事,飯常事茶,事茶飯常,事茶常飯,事飯茶常,事飯常茶,事常茶飯,事常飯茶,常茶飯事,常茶事飯,常飯茶事,常飯事茶,常事茶飯,常事飯茶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
忠孝両全,忠孝全両,忠両孝全,忠両全孝,忠全孝両,忠全両孝,孝忠両全,孝忠全両,孝両忠全,孝両全忠,孝全忠両,孝全両忠,両忠孝全,両忠全孝,両孝忠全,両孝全忠,両全忠孝,両全孝忠,全忠孝両,全忠両孝,全孝忠両,全孝両忠,全両忠孝,全両孝忠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中庸之道,中庸道之,中之庸道,中之道庸,中道庸之,中道之庸,庸中之道,庸中道之,庸之中道,庸之道中,庸道中之,庸道之中,之中庸道,之中道庸,之庸中道,之庸道中,之道中庸,之道庸中,道中庸之,道中之庸,道庸中之,道庸之中,道之中庸,道之庸中,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
長短併せ,長短せ併,長併短せ,長併せ短,長せ短併,長せ併短,短長併せ,短長せ併,短併長せ,短併せ長,短せ長併,短せ併長,併長短せ,併長せ短,併短長せ,併短せ長,併せ長短,併せ短長,せ長短併,せ長併短,せ短長併,せ短併長,せ併長短,せ併短長,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
直情径行,直情行径,直径情行,直径行情,直行情径,直行径情,情直径行,情直行径,情径直行,情径行直,情行直径,情行径直,径直情行,径直行情,径情直行,径情行直,径行直情,径行情直,行直情径,行直径情,行情直径,行情径直,行径直情,行径情直,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天賦英才,天賦才英,天英賦才,天英才賦,天才賦英,天才英賦,賦天英才,賦天才英,賦英天才,賦英才天,賦才天英,賦才英天,英天賦才,英天才賦,英賦天才,英賦才天,英才天賦,英才賦天,才天賦英,才天英賦,才賦天英,才賦英天,才英天賦,才英賦天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天地長久,天地久長,天長地久,天長久地,天久地長,天久長地,地天長久,地天久長,地長天久,地長久天,地久天長,地久長天,長天地久,長天久地,長地天久,長地久天,長久天地,長久地天,久天地長,久天長地,久地天長,久地長天,久長天地,久長地天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東西冷熱,東西熱冷,東冷西熱,東冷熱西,東熱西冷,東熱冷西,西東冷熱,西東熱冷,西冷東熱,西冷熱東,西熱東冷,西熱冷東,冷東西熱,冷東熱西,冷西東熱,冷西熱東,冷熱東西,冷熱西東,熱東西冷,熱東冷西,熱西東冷,熱西冷東,熱冷東西,熱冷西東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
吐故納新,吐故新納,吐納故新,吐納新故,吐新故納,吐新納故,故吐納新,故吐新納,故納吐新,故納新吐,故新吐納,故新納吐,納吐故新,納吐新故,納故吐新,納故新吐,納新吐故,納新故吐,新吐故納,新吐納故,新故吐納,新故納吐,新納吐故,新納故吐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
読書三昧,読書昧三,読三書昧,読三昧書,読昧書三,読昧三書,書読三昧,書読昧三,書三読昧,書三昧読,書昧読三,書昧三読,三読書昧,三読昧書,三書読昧,三書昧読,三昧読書,三昧書読,昧読書三,昧読三書,昧書読三,昧書三読,昧三読書,昧三書読,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南柯一夢,南柯夢一,南一柯夢,南一夢柯,南夢柯一,南夢一柯,柯南一夢,柯南夢一,柯一南夢,柯一夢南,柯夢南一,柯夢一南,一南柯夢,一南夢柯,一柯南夢,一柯夢南,一夢南柯,一夢柯南,夢南柯一,夢南一柯,夢柯南一,夢柯一南,夢一南柯,夢一柯南,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
馬耳東風,馬耳風東,馬東耳風,馬東風耳,馬風耳東,馬風東耳,耳馬東風,耳馬風東,耳東馬風,耳東風馬,耳風馬東,耳風東馬,東馬耳風,東馬風耳,東耳馬風,東耳風馬,東風馬耳,東風耳馬,風馬耳東,風馬東耳,風耳馬東,風耳東馬,風東馬耳,風東耳馬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
美人薄命,美人命薄,美薄人命,美薄命人,美命人薄,美命薄人,人美薄命,人美命薄,人薄美命,人薄命美,人命美薄,人命薄美,薄美人命,薄美命人,薄人美命,薄人命美,薄命美人,薄命人美,命美人薄,命美薄人,命人美薄,命人薄美,命薄美人,命薄人美,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
